address,contacts,contacts_phones,contacts_emails,contacts_json,hasJurnal,hasMeeting,id,imageToken,lat,lng,name,regionId,regionName,schoolKind,schoolKindId,schoolType,schoolTypeId,siteUrl,subjection,subjectionId,utisCode
"Ağstafa, Qaçaq Kərəm kəndi",0222252718;n.ahmedova_84@mail.ru,0222252718,n.ahmedova_84@mail.ru,"[{""id"": 6822, ""value"": ""0222252718"", ""typeId"": 1}, {""id"": 6823, ""value"": ""n.ahmedova_84@mail.ru"", ""typeId"": 3}]",False,False,5880,8e1aa771-4353-4c3a-8cfb-6b5ccb671751.jpeg,0.0,0.0,Qaçaq Kərəm kənd İ.Həsənov adına tam orta məktəb,1000034,Ağstafa,Tam orta,20000009,Məktəb,20000007,,Qazax – Tovuz Regional Təhsil İdarəsi,1006928,712773883
"Ağstafa, Qırılı kəndi",0222262014;isgenderova_sevda@bk.ru;62348;agstafautm021@gmail.com,0222262014|62348,isgenderova_sevda@bk.ru;agstafautm021@gmail.com,"[{""id"": 6826, ""value"": ""0222262014"", ""typeId"": 1}, {""id"": 6828, ""value"": ""isgenderova_sevda@bk.ru"", ""typeId"": 3}, {""id"": 60089, ""value"": ""62348"", ""typeId"": 1}, {""id"": 60090, ""value"": ""agstafautm021@gmail.com"", ""typeId"": 3}]",False,False,5882,11ea659b-ee6b-4d2d-af0d-bbe95d92e3a5.jpeg,0.0,0.0,Ağstafa rayonu Sirac Əliyev adına Qırılı kənd tam orta ümumtəhsil məktəbi,1000034,Ağstafa,Tam orta,20000009,Məktəb,20000007,,Qazax - Tovuz Regional Təhsil İdarəsi,1006928,583371333
"Ağstafa, Saloğlu qəsəbə",0222269126;0503695906;kerimov.guloglan@bk.ru,0222269126|0503695906,kerimov.guloglan@bk.ru,"[{""id"": 6831, ""value"": ""0222269126"", ""typeId"": 1}, {""id"": 6832, ""value"": ""0503695906"", ""typeId"": 1}, {""id"": 6833, ""value"": ""kerimov.guloglan@bk.ru"", ""typeId"": 3}]",False,False,5884,897ad968-1457-43ce-89ae-98dc092d2f30.jpeg,0.0,0.0,Ağstafa rayonu Asim Namazov adına Saloğlu qəsəbə tam orta ümumtəhsil məktəbi,1000034,Ağstafa,Tam orta,20000009,Məktəb,20000007,,Qazax - Tovuz Regional Təhsil İdarəsi,1006928,835225216
"Ağstafa, Soyuqbulaq qəsəbə",0506520108;soyuqbulaq-mekteb@mail.ru,0506520108,soyuqbulaq-mekteb@mail.ru,"[{""id"": 6834, ""value"": ""0506520108"", ""typeId"": 1}, {""id"": 6835, ""value"": ""soyuqbulaq-mekteb@mail.ru"", ""typeId"": 3}]",False,False,5885,3da5a04d-17c8-47ee-afc1-97032e84dfd4.jpeg,0.0,0.0,Ağstafa rayonu Məmməd Omarov adına Soyuqbulaq qəsəbə tam orta ümumtəhsil məktəbi,1000034,Ağstafa,Tam orta,20000009,Məktəb,20000007,,Qazax - Tovuz Regional Təhsil İdarəsi,1006928,592372309
"Ağstafa, Sadıqlı  kəndi",0505084522;agstafasadiqlimektebi@gmail.com,0505084522,agstafasadiqlimektebi@gmail.com,"[{""id"": 6829, ""value"": ""0505084522"", ""typeId"": 1}, {""id"": 6830, ""value"": ""agstafasadiqlimektebi@gmail.com"", ""typeId"": 3}]",False,False,5883,,0.0,0.0,Sadıqlı kənd M.Məmmədov adına tam orta məktəb,1000034,Ağstafa,Tam orta,20000009,Məktəb,20000007,,Qazax – Tovuz Regional Təhsil İdarəsi,1006928,780281968
"Ağstafa, Tatlı kəndi",0222267458;0554374010;agstafautm011@gmail.com,0222267458|0554374010,agstafautm011@gmail.com,"[{""id"": 6836, ""value"": ""0222267458"", ""typeId"": 1}, {""id"": 6837, ""value"": ""0554374010"", ""typeId"": 1}, {""id"": 6838, ""value"": ""agstafautm011@gmail.com"", ""typeId"": 3}]",False,False,5886,37b44bdc-97ae-4f5b-bcf4-89db3f5f3488.jpeg,0.0,0.0,Ağstafa rayonu Fəxri Nağıyev adına Tatlı kənd tam orta ümumtəhsil məktəbi,1000034,Ağstafa,Tam orta,20000009,Məktəb,20000007,,Qazax - Tovuz Regional Təhsil İdarəsi,1006928,324836126
"Ağstafa, Xılxına kəndi",0553904540;elcin.emrahov.86mail.ru,0553904540,elcin.emrahov.86mail.ru,"[{""id"": 6841, ""value"": ""0553904540"", ""typeId"": 1}, {""id"": 60100, ""value"": ""elcin.emrahov.86mail.ru"", ""typeId"": 3}]",False,False,5888,03201043-b257-49b3-8eb7-fbda1e71629e.jpeg,0.0,0.0,Ağstafa rayonu Kərəm Hüseynov adına Xılxına kənd tam orta ümumtəhsil məktəbi,1000034,Ağstafa,Tam orta,20000009,Məktəb,20000007,,Qazax - Tovuz Regional Təhsil İdarəsi,1006928,702981582
"Ağstafa, Yaradullu kəndi",0518417854;novruzova.69@list.ru,0518417854,novruzova.69@list.ru,"[{""id"": 6843, ""value"": ""0518417854"", ""typeId"": 1}, {""id"": 6844, ""value"": ""novruzova.69@list.ru"", ""typeId"": 3}]",False,False,5889,,0.0,0.0,Ağstafa rayonu Yusif İsmayılov adına Yaradullu kənd ümumi orta ümumtəhsil məktəbi,1000034,Ağstafa,Ümumi orta,20000010,Məktəb,20000007,,Qazax - Tovuz Regional Təhsil İdarəsi,1006928,683485578
"Ağstafa, Köçvəlili kənd",leyla-ahmedova-83@mail.ru;+994517567441;0517567441,+994517567441|0517567441,leyla-ahmedova-83@mail.ru,"[{""id"": 6803, ""value"": ""leyla-ahmedova-83@mail.ru"", ""typeId"": 3}, {""id"": 6801, ""value"": ""+994517567441"", ""typeId"": 1}, {""id"": 6802, ""value"": ""0517567441"", ""typeId"": 1}]",False,False,5871,32f19de8-d499-4b42-95c4-263afa1d787e.jpeg,0.0,0.0,Ağstafa rayonu Rafiq Alıcanov adına Köçvəlili kənd tam orta ümumtəhsil məktəbi,1000034,Ağstafa,Tam orta,20000009,Məktəb,20000007,,Qazax - Tovuz Regional Təhsil İdarəsi,1006928,976042643
"Ağstafa, Vurğun qəsəbə",vurgunmekteb@gmail.com,,vurgunmekteb@gmail.com,"[{""id"": 6840, ""value"": ""vurgunmekteb@gmail.com"", ""typeId"": 3}]",False,False,5887,befafb1c-f14d-474b-8709-4e6d7420e10e.jpeg,0.0,0.0,Vurğun qəsəbə H.Əzizov adına tam orta məktəb,1000034,Ağstafa,Tam orta,20000009,Məktəb,20000007,,Qazax – Tovuz Regional Təhsil İdarəsi,1006928,107963759
"Ağstafa, Köçəsgər kənd",0222265263;mededzeynalov15@gmail.com,0222265263,mededzeynalov15@gmail.com,"[{""id"": 6804, ""value"": ""0222265263"", ""typeId"": 1}, {""id"": 6805, ""value"": ""mededzeynalov15@gmail.com"", ""typeId"": 3}]",False,False,5872,9012ddb6-c6cb-4cd9-9369-2677f6c7824a.jpeg,0.0,0.0,Ağstafa rayonu Köçəsgər kəndi Azər Ələkbərov adına 2 nömrəli tam orta ümumtəhsil məktəbi,1000034,Ağstafa,Tam orta,20000009,Məktəb,20000007,,Qazax - Tovuz Regional Təhsil İdarəsi,1006928,175638999
"Ağstafa, Ağstafa rayonu Zəlimxan kəndi",zelimxanmekteb@mail.ru;0505086094;0513214275,0505086094|0513214275,zelimxanmekteb@mail.ru,"[{""id"": 6849, ""value"": ""zelimxanmekteb@mail.ru"", ""typeId"": 3}, {""id"": 6847, ""value"": ""0505086094"", ""typeId"": 1}, {""id"": 6848, ""value"": ""0513214275"", ""typeId"": 1}]",False,False,5891,0515a819-6e59-48ac-8914-70c3c56e4859.jpeg,0.0,0.0,Ağstafa rayonu Atif Qasımov adına Zəlimxan kənd tam orta ümumtəhsil məktəbi,1000034,Ağstafa,Tam orta,20000009,Məktəb,20000007,,Qazax - Tovuz Regional Təhsil İdarəsi,1006928,910511395
"Ağsu, Ağsu rayonu Abasxanlı kəndi",0504539289;abasxanli.mektebi@mail.ru;0554539289,0504539289|0554539289,abasxanli.mektebi@mail.ru,"[{""id"": 6850, ""value"": ""0504539289"", ""typeId"": 1}, {""id"": 6852, ""value"": ""abasxanli.mektebi@mail.ru"", ""typeId"": 3}, {""id"": 6851, ""value"": ""0554539289"", ""typeId"": 1}]",False,False,5892,804854e1-fde9-4f0b-b1f5-dfad72e60901.jpeg,0.0,0.0,Ağsu rayonu Əbülfəz Eldarov adına Abasxanlı kənd tam orta ümumtəhsil məktəbi,1000038,Ağsu,Tam orta,20000009,Məktəb,20000007,https://www.facebook.com/profile.php?id=100089164485820,Dağlıq Şirvan Regional Təhsil İdarəsi,1006925,398066313
"Ağstafa, Yenigün kəndi",0222253234;mektebyenigun@gmail.com,0222253234,mektebyenigun@gmail.com,"[{""id"": 6845, ""value"": ""0222253234"", ""typeId"": 1}, {""id"": 6846, ""value"": ""mektebyenigun@gmail.com"", ""typeId"": 3}]",False,False,5890,112ae380-6ab9-4b36-b418-2b8328ff5d59.jpeg,0.0,0.0,Yenigün kənd E.Mustafayev adına tam orta məktəb,1000034,Ağstafa,Tam orta,20000009,Məktəb,20000007,,Qazax – Tovuz Regional Təhsil İdarəsi,1006928,364529411
"Ağsu, AĞSU RAYONU AĞABƏYLİ  KƏNDİ",0202265020;agsu_tehsil@box.az;0504212163,0202265020|0504212163,agsu_tehsil@box.az,"[{""id"": 6856, ""value"": ""0202265020"", ""typeId"": 1}, {""id"": 6858, ""value"": ""agsu_tehsil@box.az"", ""typeId"": 3}, {""id"": 6857, ""value"": ""0504212163"", ""typeId"": 1}]",False,False,5895,,0.0,0.0,Ağsu rayonu Rizvan Nağıyev adına Ağabəyli kənd tam orta ümumtəhsil məktəbi,1000038,Ağsu,Tam orta,20000009,Məktəb,20000007,,Dağlıq Şirvan Regional Təhsil İdarəsi,1006925,392833943
"Ağsu, Maşadqanlı kəndi",0202265020;0504725093;agsu_tehsil@box.az,0202265020|0504725093,agsu_tehsil@box.az,"[{""id"": 6853, ""value"": ""0202265020"", ""typeId"": 1}, {""id"": 6854, ""value"": ""0504725093"", ""typeId"": 1}, {""id"": 6855, ""value"": ""agsu_tehsil@box.az"", ""typeId"": 3}]",False,False,5893,3691b918-36d4-4b27-a69c-65c68c2fa7d2.jpeg,0.0,0.0,Aratkənd kənd tam orta məktəb,1000038,Ağsu,Tam orta,20000009,Məktəb,20000007,,Dağlıq Şirvan Regional Təhsil İdarəsi,1006925,494296406
"Ağsu, Ağarx  kəndi",0202265020;huseynzade.62@mail.ru;0509688717;rasim.huseynzade62@mail.ru;0556978327,0202265020|0509688717|0556978327,huseynzade.62@mail.ru;rasim.huseynzade62@mail.ru,"[{""id"": 6859, ""value"": ""0202265020"", ""typeId"": 1}, {""id"": 6861, ""value"": ""huseynzade.62@mail.ru"", ""typeId"": 3}, {""id"": 60112, ""value"": ""0509688717"", ""typeId"": 1}, {""id"": 60113, ""value"": ""rasim.huseynzade62@mail.ru"", ""typeId"": 3}, {""id"": 6860, ""value"": ""0556978327"", ""typeId"": 1}]",False,False,5896,,0.0,0.0,Ağsu rayonu Natiq Mirzəliyev adına Ağarx kənd tam orta ümumtəhsil məktəbi,1000038,Ağsu,Tam orta,20000009,Məktəb,20000007,,Dağlıq Şirvan Regional Təhsil İdarəsi,1006925,131570603
"Ağsu, AĞSU  ŞƏHƏRİ H.ASLANOV  KÜC",0202265020;agsu_tehsil@box.az;0504212163,0202265020|0504212163,agsu_tehsil@box.az,"[{""id"": 6862, ""value"": ""0202265020"", ""typeId"": 1}, {""id"": 6864, ""value"": ""agsu_tehsil@box.az"", ""typeId"": 3}, {""id"": 6863, ""value"": ""0504212163"", ""typeId"": 1}]",True,False,5897,84d6780f-c1f5-4a9c-9c47-94e7f5f1d839.jpeg,0.0,0.0,Ağsu şəhəri Aslan Nadirov adına 1 nömrəli məktəb-lisey,1000038,Ağsu,Tam orta,20000009,Məktəb-Lisey,20000241,,Dağlıq Şirvan Regional Təhsil İdarəsi,1006925,282019120
"Ağsu, AĞSU ŞƏHƏRİ H.ƏLİYEV KÜÇ",0202262473;0504212163;3sayli.agsu@mail.ru,0202262473|0504212163,3sayli.agsu@mail.ru,"[{""id"": 6865, ""value"": ""0202262473"", ""typeId"": 1}, {""id"": 6866, ""value"": ""0504212163"", ""typeId"": 1}, {""id"": 6867, ""value"": ""3sayli.agsu@mail.ru"", ""typeId"": 3}]",True,False,5898,,0.0,0.0,Ağsu şəhəri 3 nömrəli tam orta ümumtəhsil məktəbi,1000038,Ağsu,Tam orta,20000009,Məktəb,20000007,,Dağlıq Şirvan Regional Təhsil İdarəsi,1006925,794487275
"Ağsu, Melioratorlar qəsəbəsi",0553495968;mektebagsu@gmail.com;2264651,0553495968|2264651,mektebagsu@gmail.com,"[{""id"": 6868, ""value"": ""0553495968"", ""typeId"": 1}, {""id"": 6870, ""value"": ""mektebagsu@gmail.com"", ""typeId"": 3}, {""id"": 60121, ""value"": ""2264651"", ""typeId"": 1}]",False,False,5899,d76dbaa8-2755-495d-b134-a228d6d56730.jpeg,0.0,0.0,Ağsu şəhəri 4 nömrəli tam orta ümumtəhsil məktəbi,1000038,Ağsu,Tam orta,20000009,Məktəb,20000007,,Dağlıq Şirvan Regional Təhsil İdarəsi,1006925,363619635
"Ağsu, M.Ə.Rəsulzadə 34",0202262433;0513949900;agsu_mekteb5@box.az,0202262433|0513949900,agsu_mekteb5@box.az,"[{""id"": 6871, ""value"": ""0202262433"", ""typeId"": 1}, {""id"": 6872, ""value"": ""0513949900"", ""typeId"": 1}, {""id"": 6873, ""value"": ""agsu_mekteb5@box.az"", ""typeId"": 3}]",True,False,5900,f410535e-efbf-43f8-a382-1d00090d6906.jpeg,0.0,0.0,Ağsu şəhəri Polad Mirzəyev adına 5 nömrəli tam orta ümumtəhsil məktəbi,1000038,Ağsu,Tam orta,20000009,Məktəb,20000007,,Dağlıq Şirvan Regional Təhsil İdarəsi,1006925,142535700
"Ağsu, Ağsu şəhəri Natəvan küçəsi 7",0202262464;2nomrelitamortamekteb@mail.ru;0513949900;0559725391,0202262464|0513949900|0559725391,2nomrelitamortamekteb@mail.ru,"[{""id"": 6874, ""value"": ""0202262464"", ""typeId"": 1}, {""id"": 6876, ""value"": ""2nomrelitamortamekteb@mail.ru"", ""typeId"": 3}, {""id"": 6875, ""value"": ""0513949900"", ""typeId"": 1}, {""id"": 60127, ""value"": ""0559725391"", ""typeId"": 1}]",False,False,5901,3c7bf8f5-3837-4493-af86-043c7efc2596.jpeg,0.0,0.0,Ağsu şəhəri Soltan Umbayev adına 2 nömrəli tam orta ümumtəhsil məktəbi,1000038,Ağsu,Tam orta,20000009,Məktəb,20000007,,Dağlıq Şirvan Regional Təhsil İdarəsi,1006925,846180327
"Ağsu, Bico kəndi",0202265020;agsu_tehsil@box.az;0506488872,0202265020|0506488872,agsu_tehsil@box.az,"[{""id"": 6877, ""value"": ""0202265020"", ""typeId"": 1}, {""id"": 6879, ""value"": ""agsu_tehsil@box.az"", ""typeId"": 3}, {""id"": 6878, ""value"": ""0506488872"", ""typeId"": 1}]",False,False,5902,,0.0,0.0,Ağsu rayonu Arif Cəbiyev adına Bico kənd tam orta ümumtəhsil məktəbi,1000038,Ağsu,Tam orta,20000009,Məktəb,20000007,,Dağlıq Şirvan Regional Təhsil İdarəsi,1006925,797276450
"Ağsu, Bozavand kəndi",0202265020;0504212163;agsu_tehsil@box.az,0202265020|0504212163,agsu_tehsil@box.az,"[{""id"": 6880, ""value"": ""0202265020"", ""typeId"": 1}, {""id"": 6881, ""value"": ""0504212163"", ""typeId"": 1}, {""id"": 6882, ""value"": ""agsu_tehsil@box.az"", ""typeId"": 3}]",False,False,5903,,0.0,0.0,Ağsu rayonu Bozavand kənd ibtidai ümumtəhsil məktəbi,1000038,Ağsu,İbtidai,20000011,Məktəb,20000007,,Dağlıq Şirvan Regional Təhsil İdarəsi,1006925,348935844
"Ağsu, Bəyimli kəndi",0202265020;0558796523;agsu_tehsil@box.az,0202265020|0558796523,agsu_tehsil@box.az,"[{""id"": 6883, ""value"": ""0202265020"", ""typeId"": 1}, {""id"": 6884, ""value"": ""0558796523"", ""typeId"": 1}, {""id"": 6885, ""value"": ""agsu_tehsil@box.az"", ""typeId"": 3}]",False,False,5905,,0.0,0.0,Ağsu rayonu Bəyimli kənd ibtidai ümumtəhsil məktəbi,1000038,Ağsu,İbtidai,20000011,Məktəb,20000007,,Dağlıq Şirvan Regional Təhsil İdarəsi,1006925,423423680
"Ağsu, Cəlayir kəndi",0202265020;0505926010;agsu_tehsil@box.az,0202265020|0505926010,agsu_tehsil@box.az,"[{""id"": 6889, ""value"": ""0202265020"", ""typeId"": 1}, {""id"": 6890, ""value"": ""0505926010"", ""typeId"": 1}, {""id"": 6891, ""value"": ""agsu_tehsil@box.az"", ""typeId"": 3}]",False,False,5907,,0.0,0.0,Ağsu rayonu Cəlayir kənd tam orta ümumtəhsil məktəbi,1000038,Ağsu,Tam orta,20000009,Məktəb,20000007,,Dağlıq Şirvan Regional Təhsil İdarəsi,1006925,438885459
"Ağsu, Daşdəmirbəyli",0202265020;agsu_tehsil@box.az;0507213563,0202265020|0507213563,agsu_tehsil@box.az,"[{""id"": 6892, ""value"": ""0202265020"", ""typeId"": 1}, {""id"": 6894, ""value"": ""agsu_tehsil@box.az"", ""typeId"": 3}, {""id"": 6893, ""value"": ""0507213563"", ""typeId"": 1}]",False,False,5908,82e3b5e6-ab93-4f82-8274-4632ac12d3c8.jpeg,0.0,0.0,Ağsu rayonu Daşdəmirbəyli kənd tam orta ümumtəhsil məktəbi,1000038,Ağsu,Tam orta,20000009,Məktəb,20000007,,Dağlıq Şirvan Regional Təhsil İdarəsi,1006925,748220713
"Ağsu, Cəfərli kəndi",0202265020;0503894102;agsu_tehsil@box.az,0202265020|0503894102,agsu_tehsil@box.az,"[{""id"": 6886, ""value"": ""0202265020"", ""typeId"": 1}, {""id"": 6887, ""value"": ""0503894102"", ""typeId"": 1}, {""id"": 6888, ""value"": ""agsu_tehsil@box.az"", ""typeId"": 3}]",False,False,5906,,0.0,0.0,Cəfərli kənd ümumi orta məktəb,1000038,Ağsu,Ümumi orta,20000010,Məktəb,20000007,,Dağlıq Şirvan Regional Təhsil İdarəsi,1006925,175310631
"Ağsu, Gursulu kəndi",0202265020;0506856088;agsu_tehsil@box.az,0202265020|0506856088,agsu_tehsil@box.az,"[{""id"": 6902, ""value"": ""0202265020"", ""typeId"": 1}, {""id"": 6903, ""value"": ""0506856088"", ""typeId"": 1}, {""id"": 6904, ""value"": ""agsu_tehsil@box.az"", ""typeId"": 3}]",False,False,5912,,0.0,0.0,Ağsu rayonu Güləhməd Kərimov adına Gursulu kənd ümumi orta ümumtəhsil məktəbi,1000038,Ağsu,Ümumi orta,20000010,Məktəb,20000007,,Dağlıq Şirvan Regional Təhsil İdarəsi,1006925,771419359
"Ağsu, Gəgəli",0202281500;0503597661;agsu_tehsil@box.az,0202281500|0503597661,agsu_tehsil@box.az,"[{""id"": 6905, ""value"": ""0202281500"", ""typeId"": 1}, {""id"": 6906, ""value"": ""0503597661"", ""typeId"": 1}, {""id"": 6907, ""value"": ""agsu_tehsil@box.az"", ""typeId"": 3}]",False,False,5913,a0a86c0b-914f-4cc7-9eef-394658e744ba.jpeg,0.0,0.0,Ağsu rayonu Sahib Mütəllimov adına Gəgəli kənd tam orta ümumtəhsil məktəbi,1000038,Ağsu,Tam orta,20000009,Məktəb,20000007,,Dağlıq Şirvan Regional Təhsil İdarəsi,1006925,953829435
"Ağsu, Dilman kəndi",+994506148425;0202265020;agsu_tehsil@box.az;0506148425,+994506148425|0202265020|0506148425,agsu_tehsil@box.az,"[{""id"": 6895, ""value"": ""+994506148425"", ""typeId"": 1}, {""id"": 6896, ""value"": ""0202265020"", ""typeId"": 1}, {""id"": 6898, ""value"": ""agsu_tehsil@box.az"", ""typeId"": 3}, {""id"": 6897, ""value"": ""0506148425"", ""typeId"": 1}]",False,False,5909,,0.0,0.0,Dilman kənd tam orta məktəb,1000038,Ağsu,Tam orta,20000009,Məktəb,20000007,,Dağlıq Şirvan Regional Təhsil İdarəsi,1006925,297637254
"Ağsu, Göydəlləkli kəndi",0202265020;0505395864;agsu_tehsil@box.az,0202265020|0505395864,agsu_tehsil@box.az,"[{""id"": 6899, ""value"": ""0202265020"", ""typeId"": 1}, {""id"": 6900, ""value"": ""0505395864"", ""typeId"": 1}, {""id"": 6901, ""value"": ""agsu_tehsil@box.az"", ""typeId"": 3}]",False,False,5911,,0.0,0.0,Göydəlləkli kənd ümumi orta məktəb,1000038,Ağsu,Ümumi orta,20000010,Məktəb,20000007,,Dağlıq Şirvan Regional Təhsil İdarəsi,1006925,583231927
